Id,Expected
532,0
533,2
534,2
535,1
536,0
537,0
538,0
539,2
540,0
541,1
542,1
543,1
544,0
545,2
546,0
547,2
548,0
549,1
550,2
551,0
552,1
553,0
554,1
555,0
556,2
557,1
558,2
559,0
560,2
561,2
562,1
563,2
564,1
565,0
566,1
567,1
568,1
569,0
570,2
571,2
572,1
573,1
574,2
575,1
576,0
577,2
578,0
579,1
580,0
581,1
582,0
583,2
584,1
585,0
586,0
587,1
588,0
589,2
590,1
591,1
592,2
593,1
594,0
595,2
596,1
597,2
598,0
599,0
600,2
601,1
602,1
603,1
604,1
605,1
606,2
607,0
608,2
609,2
610,1
611,0
612,0
613,2
614,2
615,0
616,0
617,1
618,1
619,0
620,0
621,0
622,1
623,2
624,2
625,0
626,0
627,2
628,2
629,0
630,0
631,0
632,1
633,1
634,1
635,0
636,1
637,0
638,0
639,0
640,2
641,2
642,1
643,1
644,1
645,1
646,2
647,1
648,1
649,1
650,0
651,2
652,1
653,1
654,2
655,1
656,1
657,1
658,2
659,1
660,1
661,2
662,2
663,1
664,1
665,2
666,2
667,2
668,1
669,0
670,0
671,1
672,0
673,1
674,2
675,0
676,2
677,0
678,2
679,0
680,1
681,1
682,2
683,1
684,2
685,1
686,2
687,1
688,2
689,1
690,2
691,2
692,0
693,1
694,1
695,0
696,0
697,1
698,1
699,2
700,0
701,1
702,2
703,2
704,1
705,1
706,2
707,0
708,2
709,1
710,0
711,2
712,1
713,0
714,1
715,2
716,1
717,1
718,0
719,2
720,0
721,1
722,0
723,2
724,0
725,1
726,0
727,1
728,2
729,2
730,2
731,0
732,1
733,0
734,1
735,1
736,0
737,2
738,2
739,0
740,1
741,2
742,0
743,2
744,2
745,1
746,1
747,2
748,0
749,1
750,1
751,0
752,0
753,0
754,0
755,1
756,1
757,0
758,1
759,0
760,1
761,0
762,1
763,0
764,1
765,1
766,0
767,0
768,2
769,0
770,1
771,0
772,0
773,1
774,2
775,2
776,0
777,1
778,2
779,0
780,1
781,2
782,1
783,1
784,2
785,1
786,2
787,2
788,2
789,2
790,0
791,2
792,1
793,1
794,0
795,0
796,1
797,1
798,0
799,0
800,2
801,1
802,2
803,0
804,0
805,2
806,1
807,2
808,0
809,2
810,0
811,2
812,2
813,2
814,2
815,2
816,0
817,0
818,0
819,1
820,1
821,1
822,1
823,1
824,2
825,2
826,0
827,1
828,2
829,2
830,1
831,1
832,2
833,2
834,1
835,2
836,2
837,2
838,0
839,1
840,0
841,0
842,1
843,2
844,1
845,1
846,2
847,0
848,2
849,2
850,2
851,2
852,1
853,0
854,2
855,0
856,2
857,1
858,2
859,2
860,1
861,1
862,1
863,1
864,1
865,1
866,0
867,2
868,2
869,0
870,2
871,2
872,1
873,2
874,1
875,2
876,2
877,0
878,1
879,1
880,0
881,1
882,0
883,0
884,1
885,2
886,2
887,0
888,0
889,0
890,0
891,1
892,0
893,1
894,0
895,0
896,2
897,0
898,0
899,1
900,2
901,1
902,1
903,0
904,1
905,2
906,1
907,1
908,1
909,2
910,0
911,2
912,0
913,1
914,0
915,1
916,2
917,2
918,2
919,0
920,1
921,0
922,0
923,2
924,0
925,1
926,2
927,2
928,2
929,2
930,2
931,1
932,1
933,0
934,0
935,0
936,2
937,1
938,0
939,2
940,1
941,1
942,1
943,0
944,2
945,1
946,0
947,0
948,1
949,1
950,0
951,0
952,1
953,0
954,1
955,0
956,2
957,1
958,2
959,1
960,2
961,0
962,0
963,0
964,0
965,1
966,2
967,0
968,2
969,0
970,2
971,1
972,2
973,0
974,0
975,0
976,2
977,1
978,1
979,0
980,0
981,0
982,0
983,1
984,1
985,0
986,1
987,0
988,2
989,2
990,2
991,2
992,0
993,1
994,0
995,0
996,2
997,0
998,0
999,1
1000,1
1001,0
1002,2
1003,1
1004,0
1005,1
1006,1
1007,1
1008,2
1009,0
1010,1
1011,1
1012,2
1013,2
1014,1
1015,1
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,2
1023,1
1024,0
1025,0
1026,1
1027,1
1028,1
1029,2
1030,2
1031,1
1032,0
1033,1
1034,2
1035,2
1036,1
1037,1
1038,2
1039,0
1040,0
1041,2
1042,2
1043,1
1044,0
1045,2
1046,1
1047,1
1048,0
1049,0
1050,0
1051,0
1052,2
1053,0
1054,2
1055,1
1056,2
1057,2
1058,1
1059,0
1060,2
1061,0
1062,1
1063,0
1064,1
1065,2
1066,1
1067,0
1068,0
1069,2
1070,0
1071,1
1072,1
1073,0
1074,0
1075,2
1076,2
1077,1
1078,0
1079,1
1080,2
1081,0
1082,1
1083,2
1084,0
1085,2
1086,1
1087,2
1088,1
1089,1
1090,0
1091,1
1092,2
1093,1
1094,2
1095,1
1096,1
1097,0
1098,2
1099,0
1100,2
1101,1
1102,0
1103,2
1104,1
1105,1
1106,0
1107,2
1108,2
1109,0
1110,1
1111,0
1112,0
1113,2
1114,1
1115,0
1116,0
1117,1
1118,0
1119,2
1120,0
1121,0
1122,2
1123,0
1124,1
1125,0
1126,2
1127,2
1128,1
1129,0
1130,0
1131,1
1132,2
1133,0
1134,2
1135,2
1136,2
1137,1
1138,1
1139,2
1140,0
1141,2
1142,2
1143,0
1144,0
1145,0
1146,0
1147,2
1148,2
1149,2
1150,0
1151,0
1152,1
1153,0
1154,2
1155,0
1156,2
1157,1
1158,2
1159,0
1160,1
1161,2
1162,1
1163,1
1164,0
1165,0
1166,2
1167,2
1168,0
1169,1
1170,2
1171,0
1172,1
1173,1
1174,0
1175,1
1176,0
1177,1
1178,1
1179,2
1180,2
1181,1
1182,0
1183,0
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,2
1194,0
1195,1
1196,0
1197,0
1198,2
1199,2
1200,0
1201,2
1202,0
1203,2
1204,0
1205,1
1206,2
1207,1
1208,2
1209,0
1210,0
1211,1
1212,2
1213,0
1214,0
1215,2
1216,1
1217,2
1218,0
1219,0
1220,1
1221,0
1222,0
1223,0
1224,1
1225,2
1226,2
1227,2
1228,0
1229,0
1230,1
1231,0
1232,1
1233,0
1234,2
1235,2
1236,0
1237,1
1238,0
1239,0
1240,0
1241,1
1242,0
1243,2
1244,2
1245,1
1246,0
1247,2
1248,2
1249,1
1250,1
1251,2
1252,2
1253,0
1254,0
1255,0
1256,1
1257,0
1258,1
1259,1
1260,0
1261,1
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,2
1270,2
1271,1
1272,1
1273,2
1274,2
1275,2
1276,0
1277,1
1278,0
1279,2
1280,1
1281,2
1282,0
1283,0
1284,1
1285,1
1286,1
1287,0
1288,2
1289,1
1290,0
1291,2
1292,2
1293,1
1294,0
1295,2
1296,2
1297,0
1298,2
1299,0
1300,0
1301,0
1302,1
1303,2
1304,1
1305,2
1306,1
1307,1
1308,0
1309,1
1310,2
1311,2
1312,0
1313,2
1314,1
1315,1
1316,1
1317,1
1318,2
1319,1
1320,0
1321,2
1322,1
1323,2
1324,2
1325,0
1326,2
1327,0
1328,0
1329,1
1330,2
1331,2
1332,1
1333,1
1334,2
1335,1
1336,2
1337,2
1338,1
1339,2
1340,2
1341,2
1342,0
1343,2
1344,2
1345,0
1346,0
1347,0
1348,0
1349,0
1350,1
1351,1
1352,2
1353,2
1354,2
1355,0
1356,2
1357,0
1358,1
1359,1
1360,1
1361,2
1362,2
1363,2
1364,2
1365,1
1366,2
1367,1
1368,0
1369,2
1370,1
1371,1
1372,0
1373,0
1374,1
1375,0
1376,1
1377,1
1378,1
1379,2
1380,0
1381,2
1382,2
1383,1
1384,1
1385,0
1386,2
1387,0
1388,0
1389,1
1390,1
1391,2
1392,2
1393,2
1394,1
1395,1
1396,2
1397,2
1398,1
1399,1
1400,2
1401,2
1402,0
1403,1
1404,0
1405,1
1406,1
1407,2
1408,0
1409,1
1410,0
1411,1
1412,2
1413,1
1414,0
1415,1
1416,2
1417,2
1418,2
1419,0
1420,2
1421,1
1422,1
1423,0
1424,2
1425,2
1426,0
1427,2
1428,2
1429,1
1430,0
1431,0
1432,0
1433,2
1434,1
1435,2
1436,1
1437,0
1438,0
1439,2
1440,2
1441,1
1442,1
1443,2
1444,0
1445,1
1446,0
1447,2
1448,2
1449,2
1450,2
1451,1
1452,0
1453,2
1454,2
1455,0
1456,1
1457,2
1458,2
1459,2
1460,1
1461,1
1462,2
1463,2
1464,2
1465,1
1466,2
1467,1
1468,0
1469,0
1470,0
1471,0
1472,1
1473,0
1474,1
1475,1
1476,2
1477,0
1478,2
1479,0
1480,0
1481,1
1482,0
1483,0
1484,2
1485,0
1486,2
1487,2
1488,1
1489,2
1490,2
1491,0
1492,2
1493,1
1494,1
1495,2
1496,2
1497,2
1498,1
1499,2
1500,2
1501,2
1502,0
1503,1
1504,2
1505,0
1506,1
1507,0
1508,1
1509,0
1510,0
1511,2
1512,2
1513,2
1514,1
1515,0
1516,2
1517,2
1518,2
1519,2
1520,0
1521,2
1522,2
1523,1
1524,1
1525,0
1526,1
1527,1
1528,2
1529,2
1530,1
1531,2
1532,1
1533,1
1534,1
1535,2
1536,2
1537,1
1538,1
1539,2
1540,1
1541,2
1542,1
1543,1
1544,2
1545,1
1546,1
1547,0
1548,1
1549,2
1550,1
1551,1
1552,1
1553,1
1554,0
1555,0
1556,1
1557,1
1558,0
1559,0
1560,1
1561,2
1562,0
1563,0
1564,1
1565,0
1566,0
1567,2
1568,2
1569,1
1570,0
1571,0
1572,1
1573,2
1574,0
1575,0
1576,2
1577,0
1578,0
1579,2
1580,2
1581,0
1582,0
1583,2
1584,1
1585,1
1586,0
1587,0
1588,0
1589,2
1590,2
1591,2
1592,0
1593,0
1594,2
1595,0
1596,1
1597,1
1598,0
1599,0
1600,0
1601,2
1602,2
1603,2
1604,1
1605,0
1606,0
1607,1
1608,0
1609,1
1610,2
1611,2
1612,0
1613,0
1614,1
1615,1
1616,2
1617,1
1618,0
1619,0
1620,0
1621,0
1622,0
1623,2
1624,1
1625,1
1626,2
1627,1
1628,0
1629,0
1630,2
1631,0
1632,0
1633,2
1634,1
1635,0
1636,0
1637,2
1638,2
1639,0
1640,1
1641,2
1642,0
1643,2
1644,1
1645,1
1646,1
1647,2
1648,1
1649,2
1650,2
1651,0
1652,1
1653,0
1654,2
1655,2
1656,0
1657,0
1658,0
1659,2
1660,1
1661,1
1662,1
1663,0
1664,0
1665,0
1666,0
1667,0
1668,1
1669,2
1670,2
1671,2
1672,0
1673,0
1674,2
1675,1
1676,2
1677,1
1678,0
1679,1
1680,0
1681,2
1682,1
1683,1
1684,1
1685,1
1686,0
1687,2
1688,0
1689,2
1690,0
1691,2
1692,0
1693,0
1694,1
1695,2
1696,1
1697,0
1698,0
1699,2
1700,0
1701,2
1702,1
1703,2
1704,1
1705,2
1706,0
1707,0
1708,0
1709,2
1710,2
1711,0
1712,1
1713,1
1714,1
1715,1
1716,1
1717,0
1718,1
1719,0
1720,2
1721,0
1722,2
1723,2
1724,0
1725,2
1726,2
1727,1
1728,2
1729,1
1730,2
1731,1
1732,0
1733,1
1734,2
1735,2
1736,1
1737,0
1738,1
1739,0
1740,1
1741,0
1742,2
1743,2
1744,1
1745,1
1746,0
1747,1
1748,2
1749,0
1750,0
1751,2
1752,1
1753,1
1754,2
1755,2
1756,1
1757,0
1758,2
1759,2
1760,1
1761,1
1762,1
1763,1
1764,2
1765,1
1766,1
1767,1
1768,0
1769,0
1770,0
1771,1
1772,2
1773,1
1774,1
1775,1
1776,1
1777,1
1778,0
1779,0
1780,2
1781,1
1782,1
1783,1
1784,0
1785,2
1786,0
1787,1
1788,1
1789,2
1790,0
1791,2
1792,0
1793,1
1794,1
1795,0
1796,1
1797,0
1798,2
1799,2
1800,1
1801,1
1802,0
1803,2
1804,1
1805,2
1806,1
1807,1
1808,0
1809,0
1810,2
1811,1
1812,1
1813,1
1814,1
1815,2
1816,1
1817,0
1818,0
1819,0
1820,0
1821,0
1822,2
1823,1
1824,1
1825,1
1826,2
1827,1
1828,1
1829,1
1830,1
1831,0
1832,0
1833,1
1834,1
1835,2
1836,0
1837,0
1838,0
1839,1
1840,0
1841,1
1842,2
1843,0
1844,0
1845,2
1846,1
1847,0
1848,2
1849,1
1850,2
1851,0
1852,2
1853,2
1854,0
1855,0
1856,0
1857,2
1858,1
1859,0
1860,1
1861,0
1862,1
1863,0
1864,0
1865,1
1866,0
1867,1
1868,2
1869,1
1870,2
1871,0
1872,1
1873,1
1874,0
1875,2
1876,0
1877,0
1878,1
1879,2
1880,2
1881,1
1882,1
1883,1
1884,2
1885,0
1886,2
1887,1
1888,0
1889,2
1890,0
1891,2
1892,1
1893,1
1894,0
1895,1
1896,2
1897,1
1898,0
1899,2
1900,1
1901,2
1902,1
1903,2
1904,2
1905,1
1906,0
1907,0
1908,2
1909,0
1910,1
1911,2
1912,1
1913,2
1914,2
1915,1
1916,1
1917,2
1918,0
1919,2
1920,2
1921,1
1922,0
1923,0
1924,0
1925,2
1926,1
1927,0
1928,0
1929,1
1930,0
1931,0
1932,2
1933,1
1934,2
1935,0
1936,2
1937,2
1938,0
1939,2
1940,2
1941,0
1942,1
1943,0
1944,2
1945,1
1946,2
1947,0
1948,0
1949,0
1950,0
1951,1
1952,2
1953,1
1954,1
1955,1
1956,2
1957,0
1958,0
1959,0
1960,2
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,2
1968,2
1969,0
1970,2
1971,2
1972,1
1973,2
1974,1
1975,0
1976,0
1977,1
1978,2
1979,0
1980,1
1981,2
1982,2
1983,1
1984,1
1985,0
1986,2
1987,0
1988,2
1989,1
1990,2
1991,0
1992,1
1993,0
1994,1
1995,2
1996,1
1997,1
1998,2
1999,1
2000,2
2001,2
2002,1
2003,2
2004,2
2005,2
2006,0
2007,2
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,2
2016,2
2017,0
2018,0
2019,1
2020,0
2021,1
2022,2
2023,1
2024,2
2025,2
2026,0
2027,2
2028,0
2029,1
2030,0
2031,1
2032,1
2033,1
2034,2
2035,2
2036,2
2037,1
2038,1
2039,2
2040,2
2041,0
2042,2
2043,1
2044,1
2045,1
2046,1
2047,0
2048,0
2049,2
2050,1
2051,2
2052,1
2053,0
2054,1
2055,0
2056,1
2057,0
2058,2
2059,0
2060,1
2061,0
2062,1
2063,0
2064,0
2065,2
2066,0
2067,1
2068,0
2069,2
2070,2
2071,1
2072,2
2073,2
2074,0
2075,2
2076,1
2077,2
2078,2
2079,0
2080,1
2081,1
2082,1
2083,2
2084,1
2085,0
2086,0
2087,2
2088,2
2089,2
2090,0
2091,1
2092,0
2093,1
2094,0
2095,0
2096,0
2097,2
2098,0
2099,0
2100,0
2101,0
2102,0
2103,1
2104,1
2105,1
2106,0
2107,2
2108,0
2109,1
2110,1
2111,2
2112,2
2113,0
2114,0
2115,2
2116,0
2117,2
2118,0
2119,2
2120,2
2121,2
2122,0
2123,1
2124,1
2125,1
2126,2
2127,0
2128,1
2129,0
2130,0
2131,0
2132,1
2133,1
2134,2
2135,2
2136,2
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,2
2144,0
2145,2
2146,2
2147,0
2148,0
2149,1
2150,1
2151,0
2152,2
2153,2
2154,0
2155,1
2156,1
2157,2
2158,2
2159,2
2160,1
2161,1
2162,2
2163,0
2164,2
2165,1
2166,1
2167,0
2168,0
2169,0
2170,0
2171,0
2172,1
2173,2
2174,1
2175,0
2176,0
2177,2
2178,2
2179,2
2180,1
2181,0
2182,1
2183,2
2184,1
2185,2
2186,1
2187,0
2188,1
2189,2
2190,2
2191,1
2192,0
2193,0
2194,2
2195,1
2196,0
2197,1
2198,0
2199,1
2200,2
2201,2
2202,0
2203,2
2204,0
2205,1
2206,1
2207,0
2208,1
2209,2
2210,0
2211,0
2212,0
2213,0
2214,2
2215,2
2216,0
2217,0
2218,2
2219,1
2220,0
2221,1
2222,0
2223,1
2224,1
2225,1
2226,1
2227,1
2228,2
2229,1
2230,2
2231,1
2232,0
2233,2
2234,2
2235,0
2236,0
2237,1
2238,1
2239,0
2240,0
2241,0
2242,1
2243,0
2244,0
2245,1
2246,2
2247,0
2248,1
2249,1
2250,0
2251,0
2252,1
2253,1
2254,0
2255,2
2256,2
2257,1
2258,0
2259,1
2260,2
2261,2
2262,0
2263,0
2264,0
2265,0
2266,1
2267,0
2268,0
2269,2
2270,2
2271,0
2272,0
2273,0
2274,0
2275,1
2276,1
2277,0
2278,0
2279,0
2280,1
2281,1
2282,0
2283,2
2284,2
2285,2
2286,0
2287,2
2288,1
2289,0
2290,1
2291,0
2292,2
2293,2
2294,2
2295,1
2296,1
2297,1
2298,2
2299,1
2300,0
2301,2
2302,1
2303,1
2304,2
2305,0
2306,1
2307,2
2308,1
2309,0
2310,1
2311,1
2312,1
2313,2
2314,1
2315,2
2316,1
2317,0
2318,2
2319,2
2320,1
2321,0
2322,2
2323,1
2324,2
2325,1
2326,2
2327,1
2328,2
2329,2
2330,1
2331,2
2332,0
2333,1
2334,1
2335,0
2336,0
2337,0
2338,2
2339,0
2340,0
2341,2
2342,2
2343,0
2344,1
2345,2
2346,1
2347,1
2348,1
2349,0
2350,2
2351,1
2352,2
2353,2
2354,0
2355,1
2356,2
2357,2
2358,0
2359,0
2360,0
2361,0
2362,0
2363,1
2364,2
2365,2
2366,0
2367,0
2368,1
2369,2
2370,1
2371,0
2372,2
2373,2
2374,1
2375,2
2376,2
2377,2
2378,0
2379,0
2380,2
2381,0
2382,1
2383,1
2384,1
2385,0
2386,2
2387,2
2388,2
2389,2
2390,0
2391,2
2392,1
2393,2
2394,0
2395,0
2396,0
2397,2
2398,1
2399,0
2400,0
2401,2
2402,1
2403,2
2404,2
2405,0
2406,0
2407,0
2408,0
2409,0
2410,1
2411,1
2412,1
2413,0
2414,1
2415,2
2416,2
2417,1
2418,0
2419,2
2420,1
2421,2
2422,1
2423,2
2424,1
2425,0
2426,1
2427,1
2428,0
2429,0
2430,1
2431,0
2432,1
2433,0
2434,2
2435,2
2436,1
2437,0
2438,2
2439,0
2440,1
2441,2
2442,1
2443,2
2444,2
2445,1
2446,1
2447,2
2448,2
2449,2
2450,0
2451,2
2452,0
2453,2
2454,1
2455,1
2456,0
2457,2
2458,1
2459,0
2460,2
2461,0
2462,0
2463,1
2464,0
2465,2
2466,2
2467,0
2468,2
2469,1
2470,2
2471,2
2472,2
2473,0
2474,0
2475,2
2476,1
2477,0
2478,0
2479,2
2480,0
2481,2
2482,1
2483,0
2484,1
2485,2
2486,1
2487,0
2488,0
2489,1
2490,2
2491,2
2492,2
2493,1
2494,0
2495,2
2496,0
2497,2
2498,0
2499,0
2500,0
2501,2
2502,1
2503,0
2504,2
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,2
2512,1
2513,0
2514,2
2515,2
2516,2
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,0
2524,1
2525,2
2526,0
2527,0
2528,0
2529,2
2530,2
2531,1
2532,1
2533,0
2534,2
2535,2
2536,0
2537,0
2538,2
2539,2
2540,1
2541,1
2542,0
2543,0
2544,0
2545,1
2546,1
2547,2
2548,1
2549,1
2550,2
2551,1
2552,0
2553,1
2554,2
2555,0
2556,0
2557,0
2558,2
2559,1
2560,2
2561,1
2562,2
2563,0
2564,2
2565,1
2566,0
2567,1
2568,2
2569,2
2570,1
2571,1
2572,2
2573,2
2574,2
2575,1
2576,2
2577,1
2578,1
2579,1
2580,2
2581,1
2582,0
2583,2
2584,1
2585,1
2586,0
2587,0
2588,2
2589,1
2590,1
2591,2
2592,0
2593,1
2594,1
2595,0
2596,0
2597,2
2598,0
2599,1
2600,2
2601,0
2602,1
2603,0
2604,2
2605,2
2606,2
2607,0
2608,2
2609,2
2610,0
2611,2
2612,1
2613,0
2614,1
2615,0
2616,2
2617,2
2618,2
2619,1
2620,1
2621,0
2622,0
2623,2
2624,2
2625,1
2626,0
2627,0
2628,1
2629,2
2630,1
2631,0
2632,2
2633,2
2634,2
2635,2
2636,2
2637,0
2638,0
2639,2
2640,0
2641,1
2642,2
2643,2
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,2
2651,0
2652,1
2653,2
2654,1
2655,1
2656,2
2657,0
2658,2
2659,1
2660,1
2661,1
2662,2
2663,2
2664,2
2665,0
2666,1
2667,2
2668,1
2669,1
2670,0
2671,1
2672,0
2673,1
2674,1
2675,2
2676,2
2677,1
2678,0
2679,2
2680,1
2681,0
2682,1
2683,1
2684,2
2685,0
2686,2
2687,1
2688,0
2689,1
2690,2
2691,0
2692,1
2693,2
2694,1
2695,1
2696,2
2697,2
2698,2
2699,2
2700,0
2701,2
2702,1
2703,0
2704,2
2705,2
2706,0
2707,1
2708,1
2709,0
2710,2
2711,0
2712,1
2713,1
2714,0
2715,1
2716,1
2717,2
2718,1
2719,2
2720,2
2721,1
2722,1
2723,2
2724,1
2725,0
2726,1
2727,2
2728,0
2729,2
2730,0
2731,0
2732,2
2733,2
2734,0
2735,1
2736,2
2737,0
2738,0
2739,0
2740,2
2741,1
2742,2
2743,1
2744,1
2745,2
2746,2
2747,2
2748,0
2749,2
2750,0
2751,2
2752,0
2753,0
2754,0
2755,2
2756,2
2757,0
2758,2
2759,1
2760,1
2761,0
2762,1
2763,1
2764,1
2765,1
2766,0
2767,2
2768,2
2769,2
2770,1
2771,1
2772,1
2773,1
2774,2
2775,2
2776,0
2777,2
2778,1
2779,1
2780,1
2781,0
2782,0
2783,0
2784,1
2785,0
2786,1
2787,0
2788,1
2789,2
2790,1
2791,0
2792,0
2793,2
2794,1
2795,2
2796,0
2797,2
2798,1
2799,2
2800,1
2801,0
2802,1
2803,2
2804,1
2805,1
2806,0
2807,2
2808,0
2809,1
2810,0
2811,1
2812,0
2813,2
2814,2
2815,0
2816,1
2817,0
2818,0
2819,2
2820,2
2821,1
2822,0
2823,0
2824,2
2825,2
2826,0
2827,2
2828,2
2829,1
2830,2
2831,1
2832,1
2833,1
2834,0
2835,2
2836,2
2837,1
2838,1
2839,2
2840,1
2841,2
2842,0
2843,0
2844,1
2845,1
2846,0
2847,1
2848,2
2849,2
2850,2
2851,1
2852,2
2853,1
2854,1
2855,1
2856,0
2857,2
2858,2
2859,0
2860,2
2861,1
2862,2
2863,0
2864,2
2865,1
2866,1
2867,2
2868,2
2869,1
2870,0
2871,1
2872,2
2873,0
2874,1
2875,0
2876,0
2877,2
2878,2
2879,1
2880,2
2881,2
2882,2
2883,2
2884,2
2885,0
2886,2
2887,0
2888,1
2889,2
2890,0
2891,2
2892,2
2893,0
2894,2
2895,1
2896,0
2897,1
2898,1
2899,2
2900,1
2901,0
2902,0
2903,2
2904,2
2905,0
2906,0
2907,0
2908,0
2909,1
2910,1
2911,1
2912,1
2913,2
2914,0
2915,1
2916,0
2917,2
2918,0
2919,1
2920,0
2921,0
2922,2
2923,0
2924,1
2925,0
2926,2
2927,2
2928,1
2929,0
2930,1
2931,2
2932,0
2933,1
2934,0
2935,1
2936,2
2937,0
2938,1
2939,0
2940,0
2941,1
2942,0
2943,1
2944,0
2945,2
2946,1
2947,0
2948,2
2949,1
2950,2
2951,2
2952,2
2953,0
2954,0
2955,0
2956,0
2957,2
2958,0
2959,0
2960,0
2961,1
2962,1
2963,0
2964,0
2965,2
2966,0
2967,0
2968,1
2969,0
2970,0
2971,1
2972,2
2973,0
2974,1
2975,0
2976,0
2977,2
2978,0
2979,2
2980,1
2981,0
2982,1
2983,1
2984,1
2985,1
2986,1
2987,2
2988,1
2989,0
2990,0
2991,1
2992,2
2993,1
2994,2
2995,2
2996,0
